name,rating,popularity,cluster,performance
Hot Breads,4.2,261,0,Medium
The Yellow Chilli,4.4,325,0,Medium
Spice Cube,3.5,116,0,Medium
Barbeque Nation,3.9,80,0,Medium
Nik Bakers,4.2,210,0,Medium
Aman Chicken,4.6,196,0,Medium
District 6,3.8,53,0,Medium
The BrewMaster - The Mix Fine Dine,3.9,154,0,Medium
#45,3.6,209,0,Medium
Crave Desserts & Bakes,3.9,196,0,Medium
Diesel Cafe,3.8,196,0,Medium
Froth On Top,3.7,355,0,Medium
Hao Ming,3.5,280,0,Medium
Kobe Sizzlers,3.7,104,0,Medium
Liquid Lounge,3.8,290,0,Medium
Maharaja Restaurant,3.6,275,0,Medium
Giri Manja's,4.2,281,0,Medium
Kabab Studio,3.5,183,0,Medium
Brio Cafe and Grill,3.6,84,0,Medium
Gajalee Sea Food,3.9,257,0,Medium
Smoke N Oven,3.5,127,0,Medium
Village Restaurant,3.7,260,0,Medium
Barbeque Nation,3.7,193,0,Medium
Machali,4.1,245,0,Medium
Punjab Da Pind,3.7,173,0,Medium
Sizzler's Ranch,3.8,328,0,Medium
Spindrift,3.9,156,0,Medium
Sagar Ratna,3.7,175,0,Medium
The Shooters Cafe,4.3,99,0,Medium
Joey's Pizza,4.0,5145,2,High
Cafe Hydro,4.0,156,0,Medium
The American Joint,3.4,170,0,Medium
The Fusion Kitchen,4.7,2083,2,High
145 Kala Ghoda,4.2,1606,2,High
Tea Villa Cafe,4.1,2040,2,High
Grandmama's Cafe,3.8,617,0,Medium
Mumbai Vibe,3.8,146,0,Medium
The Rolling Pin,3.9,2076,2,High
Farzi Cafe,4.3,1240,2,High
SpiceKlub,4.2,3370,2,High
Tea Villa Cafe,3.9,317,0,Medium
Joey's Pizza,4.5,2662,2,High
Stacks And Racks,4.6,413,0,Medium
The English Department Bar & Diner,3.9,885,0,Medium
Mirchi And Mime,4.9,3244,2,High
38 Degree East,3.8,181,0,Medium
R' ADDA,4.0,536,0,Medium
Tea Villa Cafe,4.1,1295,2,High
Tea Villa Cafe,3.6,1515,2,High
Hotel RRR Mysore,3.4,139,0,Medium
Jalpaan Dining Saga,3.7,172,0,Medium
The Old House,3.9,264,0,Medium
Vinayaka Mylari,4.2,392,0,Medium
Empire Restaurant,3.7,393,0,Medium
Green Leaf,3.5,214,0,Medium
Pakva Lounge,3.7,262,0,Medium
Spring - Radisson Blu Plaza,3.8,162,0,Medium
Big Chicken,3.5,160,0,Medium
Barbeque Nation,4.0,286,0,Medium
Pizza Hut,4.0,304,0,Medium
Tandooriwala,3.5,127,0,Medium
Jungle The Restaurant,3.7,132,0,Medium
The Barge Restaurant,3.3,11,0,Medium
By The Way,3.6,190,0,Medium
Cafe Cornucopia,3.6,140,0,Medium
Mezzaluna,3.8,249,0,Medium
Nanking,3.7,208,0,Medium
Oyster Bay,3.6,270,0,Medium
Purple Haze,3.7,183,0,Medium
House of Caffeine,3.3,27,0,Medium
Hide Out The Street Cafe,3.8,73,0,Medium
Tapri The Chai Books Cafe,3.9,26,0,Medium
Eat Street Express,4.0,103,0,Medium
Zaikart,4.3,88,0,Medium
Cafe Zinea,3.7,201,0,Medium
Checker's,4.0,185,0,Medium
The B.A.W.A,4.2,164,0,Medium
FSB,4.3,270,0,Medium
NESCAFí Illusions,3.9,140,0,Medium
Nineties,3.9,19,0,Medium
Mocha,4.0,284,0,Medium
The Zuree Urban Kitchen,4.4,257,0,Medium
The Breakfast Story,4.5,520,0,Medium
Ten Downing Street Restaurant & Bar,4.0,306,0,Medium
Ashoka Restaurant,4.2,275,0,Medium
Barbeque Nation,4.9,226,0,Medium
KFC,2.2,147,0,Medium
Moksh The Restro Lounge,4.0,100,0,Medium
Mainland China,3.8,45,0,Medium
Divtya Budhlya Wada Restaurant,3.8,76,0,Medium
Spice Route,3.6,91,0,Medium
Veg Aroma,3.6,125,0,Medium
Eastern Spice,3.5,140,0,Medium
The Bake Studio,3.6,86,0,Medium
Barbeque Nation,3.8,117,0,Medium
Chai Tapri,3.4,86,0,Medium
Curry Leaves,3.4,162,0,Medium
Enter The Dragon,3.4,177,0,Medium
The Cafe Katta,3.3,15,0,Medium
White X Sky Lounge,3.4,24,0,Medium
12212,3.5,80,0,Medium
Al Arabian Express,3.7,162,0,Medium
RiverDine Restaurant & Bar,3.5,166,0,Medium
Barbeque Ville,3.8,164,0,Medium
Little Italy,3.0,25,0,Medium
Soma at Sula,3.3,33,0,Medium
Hotel Radhakrishna,3.5,77,0,Medium
Sadhana Restaurant,3.9,218,0,Medium
House Of Flavours,3.4,71,0,Medium
Food Cloud,0.0,2,1,Low
Burger.in,3.2,46,0,Medium
Days of the Raj,3.4,45,0,Medium
Dilli Ka Dhaba,2.6,11,0,Medium
Govardhan,3.4,238,0,Medium
Mezbaan Grills,3.1,8,0,Medium
Say Cheese,2.7,64,0,Medium
Southy,2.6,113,0,Medium
Monosoz,3.7,66,0,Medium
Waves,3.5,141,0,Medium
Delhi Darbar,2.2,77,0,Medium
Chateau,4.0,40,0,Medium
Nariyal Cafe,4.2,46,0,Medium
Rustom's Parsi Bhonu,4.2,665,0,Medium
BarShala,3.2,31,0,Medium
Chawla's_,3.4,32,0,Medium
Domino's Pizza,2.8,83,0,Medium
Sultanat,3.7,288,0,Medium
Bella Italia,3.2,33,0,Medium
Clever Fox Cafe,3.2,26,0,Medium
365 Naturals,0.0,2,1,Low
Tpot,0.0,0,1,Low
4 on 44 Restaurant & Bar,2.6,49,0,Medium
Rambhog,3.3,13,0,Medium
Selfie Lounge Restro & Bar,3.2,64,0,Medium
BTW,3.4,167,0,Medium
Chilli Pepper,3.3,99,0,Medium
Pizza Hut,2.6,125,0,Medium
Puri Bakers,3.7,124,0,Medium
Jaiveer Naan & Chaap,2.2,79,0,Medium
Aggarwal's Sweets Paradise,2.9,8,0,Medium
Bikaner Sweets,3.3,20,0,Medium
Cafe Coffee Day,3.2,23,0,Medium
Cakeophony By Sonali,3.4,19,0,Medium
Chandra Sweets,3.0,7,0,Medium
Chhotu Mashhoor Kathi Roll,2.7,11,0,Medium
Green Chick Chop,3.2,35,0,Medium
Lazeez Restaurant,3.0,11,0,Medium
Madhuvan Chinese Fast Food,2.5,32,0,Medium
Mr Wong,3.2,10,0,Medium
Mughlai Shahi Rasoi,3.2,23,0,Medium
Mumbai Central Street Food,3.1,7,0,Medium
Neha's Treat,2.9,42,0,Medium
New Bakers Shoppee,3.2,21,0,Medium
Pant  Ice Cream Parlour,3.3,16,0,Medium
PM 2 AM Food Bank,2.5,37,0,Medium
Punjabi Chaap Corner,2.9,4,0,Medium
Sartaj Food Corner,2.8,7,0,Medium
The Sugar Therapy,3.4,22,0,Medium
Biryani Binge,3.9,97,0,Medium
City of Joy,3.9,452,0,Medium
Letz Roll,3.6,14,0,Medium
Nukkad,3.6,82,0,Medium
#InstaFreeze,0.0,2,1,Low
Aahar Meat and Chicken Shop,0.0,0,1,Low
Food Cafe,0.0,0,1,Low
Lazeez Restaurant,0.0,1,1,Low
Lemon Chick,0.0,2,1,Low
Punjabi Chaap Corner,0.0,0,1,Low
Purani Dilli Foods,0.0,1,1,Low
Tandoori Kebab,0.0,0,1,Low
Shree Rathnam,2.4,31,0,Medium
Alaturka,2.5,100,0,Medium
Amici Gourmet Pizza,3.1,230,0,Medium
Burger King,3.2,458,0,Medium
Kylin Express,2.6,176,0,Medium
Big Fat Sandwich,3.5,232,0,Medium
Fashion Tv Cafe,3.6,27,0,Medium
Kylin Skybar,3.6,210,0,Medium
Lemon Drops,3.9,44,0,Medium
Punjabi By Nature Express,3.5,206,0,Medium
Red Mango,3.7,185,0,Medium
Starbucks,3.7,256,0,Medium
Peninsular Kitchen,4.2,336,0,Medium
Mithapur,3.4,280,0,Medium
Diggin,4.2,2131,2,High
Aggarwal Sweet India,2.8,13,0,Medium
Banzara's,3.1,38,0,Medium
Bobby Tikki Wala,2.8,69,0,Medium
Chennai Junction,3.3,11,0,Medium
Chicken Bite,3.1,6,0,Medium
Chocolate Dreams,3.0,4,0,Medium
Dial n Dine,3.4,80,0,Medium
Fresh n Refresh,3.4,24,0,Medium
Garden Hut,3.1,13,0,Medium
Giani,3.3,12,0,Medium
Jugnu Gaming Zone and Cafe,2.9,4,0,Medium
Keventer's South Indian & Chinese Food,2.8,9,0,Medium
KTS,3.3,18,0,Medium
Mandarin,2.8,14,0,Medium
Penguin Bakers & Shakers,2.8,9,0,Medium
Rollmates,3.2,16,0,Medium
Tandoori Nights,3.0,5,0,Medium
Burger Dominion,3.6,251,0,Medium
Cafe Gainz,3.5,42,0,Medium
Chaskaa,3.5,220,0,Medium
Fabulous Cake Bites,3.6,34,0,Medium
Hangout - A House Of Kathis,3.7,103,0,Medium
Malais By Anands,3.7,46,0,Medium
Panchwati Rasoi,3.8,62,0,Medium
Sprinkles Cup & Cake,3.6,42,0,Medium
Target Ice Cream & Bakers,3.6,58,0,Medium
The Sweeet Jar,3.9,106,0,Medium
Amar Bakery,0.0,0,1,Low
Cafe Brewbug,0.0,1,1,Low
Chilll House Kafe,0.0,1,1,Low
Cookie Shookie,0.0,0,1,Low
Fabulous Cake,0.0,0,1,Low
Jai Maa Shaarde Samose Wala,0.0,0,1,Low
Madaan Confectionery,0.0,0,1,Low
Magic Masala,0.0,1,1,Low
Sikka Chinese Fast Food,0.0,0,1,Low
Teedo's Cake Inn,0.0,0,1,Low
Thalaiva Cafe,0.0,2,1,Low
The Cake Affairs,0.0,0,1,Low
Tulsi Ram Chinese Hut,0.0,0,1,Low
V. K. Pasta,0.0,0,1,Low
Xpert Bakers,0.0,0,1,Low
Juniper Bar - Andaz Delhi,3.0,4,0,Medium
McDonald's,3.4,48,0,Medium
Pizza Hut Delivery,3.2,51,0,Medium
The Arena,3.4,19,0,Medium
Restaurant De Seoul,3.6,59,0,Medium
Taksim,3.9,188,0,Medium
Jom Jom Malay,4.4,77,0,Medium
Kofuku,4.0,46,0,Medium
The Sky High,4.1,387,0,Medium
Haldiram's,3.1,117,0,Medium
Jux Pux - The Dreamer's Cafe,3.1,7,0,Medium
Pizzaon,3.0,10,0,Medium
FFC Restaurant,0.0,1,1,Low
"34, Chowringhee Lane",2.8,7,0,Medium
Aapni Dhani,2.8,23,0,Medium
Bengal Sweet Corner,2.8,102,0,Medium
Chicken Vicken,3.4,19,0,Medium
Cup-a-licious,3.2,15,0,Medium
Frontier,3.0,10,0,Medium
Metro Fast Food,2.7,17,0,Medium
Nagpal's,3.4,135,0,Medium
Nile Restro & Bar,2.7,35,0,Medium
Popular Chicken,3.0,5,0,Medium
Sardar A Pure Meat Shop,3.4,22,0,Medium
Shankar Fast Food,3.2,74,0,Medium
Singh's Zaika ,3.0,4,0,Medium
The Mirch Masala,3.0,7,0,Medium
The Mirch Masala,3.2,22,0,Medium
Uncle Cake Shop,3.1,9,0,Medium
Kays Bar-Be-Que,3.5,191,0,Medium
Master Bakers,3.7,199,0,Medium
The Master's Fast Food Centre,3.5,60,0,Medium
6 Pack Momos,0.0,1,1,Low
Al Noor Foods,0.0,0,1,Low
Avon Kitchen,0.0,0,1,Low
Bhasad Cafe,0.0,1,1,Low
Bikaner Kesarvala,0.0,2,1,Low
De Bone Chicken,0.0,0,1,Low
Indian Fresh Meat Shop,0.0,1,1,Low
JD's Food Court,0.0,3,1,Low
Keventers,0.0,3,1,Low
Malhotra Bakery,0.0,1,1,Low
Matthi Wala,0.0,0,1,Low
Nirula's Ice Cream,0.0,0,1,Low
Punjabi Chaap Corner,0.0,1,1,Low
Puran Dhaba,0.0,0,1,Low
Rama Desi Ghee Meat Wala,0.0,0,1,Low
VadaPav 'n' Frankie,0.0,0,1,Low
Chhabra Sweets,2.4,15,0,Medium
Kanwarji's,2.9,29,0,Medium
Pizza Hut,3.4,35,0,Medium
Sagar Ratna,2.7,278,0,Medium
Smelling Salts,3.3,53,0,Medium
Wah Ji Wah,2.6,142,0,Medium
Wheelyz,2.5,41,0,Medium
Bell Pepperz,3.9,492,0,Medium
Bharat Sweets,3.5,28,0,Medium
Invitation,3.6,457,0,Medium
Mystique Melange,3.9,173,0,Medium
Pandit Ji Paranthe Wale,3.7,131,0,Medium
Raju Chat Palace,3.9,123,0,Medium
Seasonings - The Spice Mysteries,3.9,274,0,Medium
SGF - Spice Grill Flame,3.5,87,0,Medium
Apni Rasoi,3.0,78,0,Medium
Bablu Kabab Shop,3.1,10,0,Medium
Cake o' Cuisine,3.3,26,0,Medium
Domino's Pizza,3.2,101,0,Medium
Hunger Flames,3.4,17,0,Medium
Puran Chand Ambala Wale Di Hatti,3.3,34,0,Medium
The Cake Gallery,3.3,12,0,Medium
Bablu Chic Inn,3.6,34,0,Medium
Masala Basket,3.6,46,0,Medium
Udta Punjab,3.5,31,0,Medium
Munch Nation,4.0,96,0,Medium
Bengali Pastry Shop & Snack Bar,3.2,70,0,Medium
Bhimsain's Bengali Sweet House,3.4,560,0,Medium
Cafe Coffee Day,2.9,4,0,Medium
Colonel's Kababz,3.4,38,0,Medium
Faasos,2.8,11,0,Medium
Karachi Bakery,3.0,4,0,Medium
Nathu's Sweets,3.3,421,0,Medium
Sachdeva Confectioners,3.1,68,0,Medium
Bengali Sweet House,3.6,85,0,Medium
Bijoli Grill,3.7,343,0,Medium
Nathu's Pastry Shop,3.8,120,0,Medium
Balaji Dhaba,0.0,3,1,Low
Bhagat Ji,0.0,2,1,Low
Hangout Kathi Rolls,0.0,2,1,Low
Makers & Bakers,0.0,0,1,Low
Habibi Express,2.3,55,0,Medium
Cafe Coffee Day,3.2,49,0,Medium
China Town,2.9,7,0,Medium
Domino's Pizza,3.3,90,0,Medium
High Street Kitchen & Bar,2.9,11,0,Medium
Pizza Hut,3.1,161,0,Medium
Sugar & Spice - Le Marche,3.0,67,0,Medium
The Kathis,2.8,23,0,Medium
The Kylin Experience,3.3,60,0,Medium
Arabian Nites,3.5,239,0,Medium
Asia Kitchen,3.7,137,0,Medium
Dunkin' Donuts,3.7,212,0,Medium
Krips Restaurant,3.5,193,0,Medium
McDonald's,3.5,202,0,Medium
Yo! China,3.5,332,0,Medium
RPM,2.4,92,0,Medium
By The Way - Bellagio,2.9,120,0,Medium
Red - Bellagio,3.4,137,0,Medium
Soul Curry - Bellagio,3.6,158,0,Medium
Alpha 63,2.7,9,0,Medium
Bite-N-Sip,2.6,38,0,Medium
Lotus Garden,3.2,59,0,Medium
Meethas Sweets,2.8,4,0,Medium
Nirula's,2.5,98,0,Medium
Punjabi Tadka,2.8,11,0,Medium
Snack Bar,3.0,11,0,Medium
South Indian Food,3.1,14,0,Medium
Domino's Pizza,2.4,71,0,Medium
Southy,2.4,33,0,Medium
Coffee Shop - Centaur Hotel,0.0,2,1,Low
Al Kuresh,3.3,85,0,Medium
Angan Bakery & Cafe,2.9,10,0,Medium
Bamboo Chopstix,2.7,8,0,Medium
Bawarchis,2.9,16,0,Medium
Bikanervala,3.4,113,0,Medium
Cafe Coffee Day,3.0,4,0,Medium
Chanakya Bar-Be-Que,3.2,17,0,Medium
Chattisgarh Bhawan,2.7,33,0,Medium
Chimney,2.9,66,0,Medium
China Town Sizzlers,3.4,34,0,Medium
Chinese Bite,2.8,31,0,Medium
Chinese Garden,3.2,17,0,Medium
Costa Coffee,3.0,4,0,Medium
Food Point,2.8,5,0,Medium
Ikko,2.9,10,0,Medium
Jammu And Kashmir House,2.9,4,0,Medium
Laguna,3.4,60,0,Medium
Momo Point,3.2,14,0,Medium
New Zaika,3.1,10,0,Medium
Organic Express,3.0,7,0,Medium
Tamil Nadu House Canteen,3.4,161,0,Medium
The Chocolate Avenue,3.4,28,0,Medium
Chimney Sizzlers,3.7,137,0,Medium
Gujarat Bhawan Restaurant,3.7,203,0,Medium
Itäó»s Sinful,3.5,20,0,Medium
Jakoi,3.5,218,0,Medium
Arunachal Bhawan,0.0,0,1,Low
Hotel New Tamil Nadu,0.0,1,1,Low
Milan Food,0.0,2,1,Low
Playboy Club,0.0,3,1,Low
Moti Mahal Delux,2.4,164,0,Medium
The Treat,2.1,138,0,Medium
Break Fast Point,3.3,21,0,Medium
Breakfast Corner,3.1,6,0,Medium
Domino's Pizza,3.0,10,0,Medium
Frontier,3.2,10,0,Medium
Prince Cafe,2.9,6,0,Medium
Spicy Eleven,3.1,15,0,Medium
Vaishno Punjabi Dhaba,3.0,12,0,Medium
Adarsh Bhojnalaya,3.4,29,0,Medium
Al Haj Bakery,3.0,9,0,Medium
Anmol Chicken,3.1,4,0,Medium
Babu Ram Paranthe Wale,3.2,225,0,Medium
Bhaijaan Kababs,3.2,8,0,Medium
Bhikharam's,3.0,5,0,Medium
Bikanervala,2.8,42,0,Medium
Brijwasi Bhoj,3.1,16,0,Medium
Brijwasi Restaurant,3.2,39,0,Medium
Comesum,2.5,49,0,Medium
Inderpuri Restaurant,3.0,20,0,Medium
Kamdhenu Family Corner,2.8,4,0,Medium
Khalsa Hindu Hotel,2.9,5,0,Medium
Mahalaxmi Mishthan Bhandar,3.3,16,0,Medium
McDonald's,3.0,57,0,Medium
McDonald's,3.0,42,0,Medium
Natraj Cafe,3.4,21,0,Medium
Padam Chaat Corner,3.0,4,0,Medium
Pandit Ved Prakash Lemon Wale,3.2,11,0,Medium
Pt. Babu Ram Devi Dayal Paranthe Wale,3.0,53,0,Medium
Rabri Bhandar,3.2,7,0,Medium
Ram Parshad Makhan Lal,3.4,23,0,Medium
Rambhoj,2.9,4,0,Medium
Rehmatullah's Hotel,3.0,5,0,Medium
Sharma Bhojnalay,3.0,9,0,Medium
Shree Balaji Chaat Bhandar,3.2,16,0,Medium
Shri Duli Chand Naresh Gupta,3.4,18,0,Medium
Shri Hari Sharnam,3.1,14,0,Medium
Sindhi Chicken,2.9,7,0,Medium
Soni Bhojnalaya,3.0,4,0,Medium
Super Restaurant,2.9,5,0,Medium
Tiwari Ji Confectioner,3.1,5,0,Medium
Wah Ji Wah,2.8,59,0,Medium
Zaika Mughlai Foods,3.3,10,0,Medium
Al Yousuf,3.7,30,0,Medium
Amritsari Lassi Wala,3.8,112,0,Medium
Annapurna Bhandar,3.8,59,0,Medium
Bishan Swaroop Chaat Bhandar,3.7,40,0,Medium
Gole Hatti,3.8,116,0,Medium
Haldiram's,3.9,444,0,Medium
Kanwarji's,3.9,163,0,Medium
Kedarnath Prem Chand Halwai,3.7,19,0,Medium
Keventers,3.7,63,0,Medium
Khan Omelette Corner,3.6,43,0,Medium
Natraj Dahi Bhalle Wala,3.9,1487,2,High
Old Famous Jalebi Wala,3.9,752,0,Medium
Pt. Gaya Prasad Shiv Charan Paranthe Wale,3.6,437,0,Medium
Pt.Kanhaiyalal & Durga Prasad Dixit Paranthe Wale,3.6,297,0,Medium
Shiv Misthan Bhandar,3.8,76,0,Medium
Special Jalebi Wala,3.5,21,0,Medium
Tewari Bros Confectioners,3.5,51,0,Medium
Annapurna Chaat & Sweets,0.0,1,1,Low
Delhi-6 The Chicken Planet,0.0,0,1,Low
Dessi Food,0.0,0,1,Low
Foody Dragon,0.0,0,1,Low
Grover Eating Point,0.0,1,1,Low
Hotel 121 Shakahari,0.0,2,1,Low
Lala Chaap Corner,0.0,0,1,Low
Meghraj & Sons,0.0,3,1,Low
Old Kheer Shop,0.0,3,1,Low
Punjabi Chicken,0.0,0,1,Low
Ratan Singh,0.0,0,1,Low
Shri Bhujia Bhandar,0.0,2,1,Low
Chaina Ram Sindhi Confectioners,4.2,382,0,Medium
Giani's di Hatti,4.3,521,0,Medium
Jung Bahadur Kachori Wala,4.1,405,0,Medium
Lakhori - Haveli Dharampura,4.4,305,0,Medium
Milk n More,3.1,6,0,Medium
Kuremal Mohan Lal Kulfi Wale,4.5,545,0,Medium
Hira Chaat Corner,3.6,18,0,Medium
Kuremal Mahavir Prasad Kulfi Wale,3.9,36,0,Medium
Shakahari Restaurant,3.6,185,0,Medium
Shri Gujrat Namkeen Bhandar,3.6,27,0,Medium
Standard Sweets,3.6,31,0,Medium
Sudarshan,3.7,54,0,Medium
Ustad Moinuddin Kebab,3.7,21,0,Medium
Ashok Chaat Corner,4.1,118,0,Medium
Jain Coffee House,4.1,169,0,Medium
Shyam Sweets,4.1,200,0,Medium
Spicy Food Court,2.7,23,0,Medium
Aristocrat Sweet Shop,3.1,7,0,Medium
Balluchi's - The Royal Cuisine,3.0,4,0,Medium
Bunty Dhaba,3.2,26,0,Medium
Gopal's Restaurant & Caterer's,2.7,22,0,Medium
Horn Please,3.0,70,0,Medium
Khatey Raho,3.3,26,0,Medium
Kolkata Biryani House,3.4,404,0,Medium
Kolkata Hot Kathi Roll,3.2,35,0,Medium
Madly Bangalee,2.7,135,0,Medium
Oh! China,2.9,16,0,Medium
Punjabi Zaika,2.9,39,0,Medium
Rabi Snacks Corner,3.4,18,0,Medium
Republic of Chicken,2.7,29,0,Medium
Roll n Roast,3.3,27,0,Medium
Roller's High,3.2,13,0,Medium
Royal Chick 'N',3.3,18,0,Medium
Royal Kolkata Biryani,2.7,14,0,Medium
Sameer's Restaurant,2.5,59,0,Medium
Sanjha Chulha,2.7,70,0,Medium
Shepherd's,3.1,9,0,Medium
Soya King,2.6,71,0,Medium
Tasty Tonight,3.1,5,0,Medium
The Mustard,2.9,7,0,Medium
Tibb's Frankie,3.2,16,0,Medium
Wazwaan Restaurant,3.2,14,0,Medium
Yummi Kolkataa,3.2,17,0,Medium
Annapurna Sweet House,3.7,55,0,Medium
Ashirbad,3.6,46,0,Medium
Chocolatiers - The Chocolate Boutique,3.8,112,0,Medium
Dadu Cutlet Shop,3.7,99,0,Medium
Dogs & Wiches,3.9,109,0,Medium
Maa Tara,3.6,458,0,Medium
My Spice Kitchen,3.5,443,0,Medium
The Singing Tree,3.7,33,0,Medium
Baba Chicken Ludhiana Wale,0.0,0,1,Low
Bengal Snacks,0.0,2,1,Low
Brownies & More,0.0,2,1,Low
Cafe Coffee Day,0.0,1,1,Low
Craving Cure,0.0,2,1,Low
Cuisine,0.0,1,1,Low
Food Nation,0.0,0,1,Low
Kamala Fast Food & Chinese,0.0,2,1,Low
Lokenath Sweets,0.0,2,1,Low
Me and My Cake,0.0,0,1,Low
Chulha Punjabi Da,2.4,41,0,Medium
Viva Hyderabad,2.3,38,0,Medium
Metro Grill,3.4,134,0,Medium
Cafe Cruise,2.8,153,0,Medium
Etal The Lounge Bar,3.2,455,0,Medium
"Game of Legends - Sports Bar, Grill, & Lounge",3.5,609,0,Medium
Al-raaya,3.1,6,0,Medium
Authentique Bites,3.2,17,0,Medium
Embassy,3.0,126,0,Medium
Narang's Bake 'n' Cake,3.0,4,0,Medium
New Darvesh,3.0,14,0,Medium
1UP,3.5,282,0,Medium
Gujarati Samaj Santushti,3.6,95,0,Medium
Hind Bakery & Chinese Fast Food,0.0,0,1,Low
Hot Pot,0.0,0,1,Low
Punjabi Flavour,0.0,0,1,Low
Saras Fast Food Feast,0.0,0,1,Low
Shama Chicken Corner,0.0,0,1,Low
The Night Owl,0.0,1,1,Low
Wimpy Sweets And Confectioners,0.0,1,1,Low
Boa Village,4.0,225,0,Medium
Anand Ji Restaurant,3.1,28,0,Medium
Baskin Robbins,3.3,38,0,Medium
Bhoj Restaurant,2.8,54,0,Medium
Brijwasi Restaurant,2.8,32,0,Medium
Cafe Coffee Day - The Lounge,3.2,42,0,Medium
Cafe Coffee Day,2.9,10,0,Medium
Chaat Tadka,2.8,27,0,Medium
Chawla's Unique Chicken Corner,3.2,35,0,Medium
Dawat Khana,2.5,82,0,Medium
Eat n Joy,3.2,24,0,Medium
Khan Chicken Biryani,2.9,14,0,Medium
Kolkata Roll,2.8,16,0,Medium
R. Ahmad Food,3.0,11,0,Medium
Sab Ke Khatir,3.1,14,0,Medium
Bon Bon Pastry Shop,3.5,91,0,Medium
Moksha,3.7,110,0,Medium
Pebble Street,3.9,886,0,Medium
Kebab Gallery,0.0,3,1,Low
Amber,2.6,152,0,Medium
Attitude Kitchen & Bar,2.9,140,0,Medium
Cafe Coffee Day,3.4,277,0,Medium
Castle 9,3.1,1099,0,Medium
Costa Coffee,3.4,76,0,Medium
Delhi Darbar Dhaba,3.2,89,0,Medium
Garam Dharam,3.4,1523,2,High
Gola Sizzlers,3.0,671,0,Medium
Indian Coffee House,3.3,1300,2,High
My Bar Lounge & Restaurant,2.7,2460,2,High
My Bar Square,2.5,1096,0,Medium
Sagar Ratna,3.4,499,0,Medium
The Immigrant Cafe,3.2,563,0,Medium
MOB Brewpub,4.7,52,0,Medium
Naturals Ice Cream,4.9,2620,2,High
Zabardast Indian Kitchen,4.7,242,0,Medium
Anand Restaurant,3.6,485,0,Medium
Berco's,3.9,2639,2,High
Blues,3.7,706,0,Medium
Burger King,3.8,2093,2,High
Burger Singh,3.6,548,0,Medium
Cafe Coffee Day The Square,3.6,361,0,Medium
Cafe Dalal Street,3.7,873,0,Medium
Cafe Hawkers,3.7,673,0,Medium
Cafe Public Connection,3.7,834,0,Medium
Cafí© MRP,3.6,877,0,Medium
Caffe Tonino,3.9,1503,2,High
Cha Bar,3.9,3206,2,High
Chaayos,3.9,487,0,Medium
Chew - Pan Asian Cafe,3.9,2003,2,High
China Garden,3.9,496,0,Medium
Desi Vibes,3.9,841,0,Medium
Domino's Pizza,3.7,336,0,Medium
Dunkin' Donuts,3.8,271,0,Medium
Dunkin' Donuts,3.9,1607,2,High
Embassy,3.5,706,0,Medium
FLYP@MTV,3.9,1379,2,High
GoGourmet,3.7,55,0,Medium
Haldiram's,3.9,1151,2,High
Indian Grill Company,3.7,626,0,Medium
Jain Chawal Wale,3.8,301,0,Medium
Jungle Jamboree,3.8,1174,2,High
Kake Da Hotel,3.5,2185,2,High
Kebab Xpress,3.5,321,0,Medium
KFC,3.7,427,0,Medium
Khan Chacha,3.7,1189,2,High
Kinbuck 2,3.9,1286,2,High
La Americana,3.7,41,0,Medium
Lady Baga,3.7,277,0,Medium
Life Caffe,3.6,391,0,Medium
Lord of the Drinks,3.9,2589,2,High
McDonald's,3.8,388,0,Medium
McDonald's,3.7,108,0,Medium
Moets Arabica,3.5,95,0,Medium
Mother India,3.9,66,0,Medium
Mughlai Junction,3.9,310,0,Medium
My Bar Headquarters,3.7,3010,2,High
Nando's,3.7,1891,2,High
Nizam's Kathi Kabab,3.8,1761,2,High
Oh My God,3.8,367,0,Medium
Open House Cafe,3.8,1158,2,High
Parikrama - The Revolving Restaurant,3.8,2689,2,High
Pind Balluchi,3.6,1434,2,High
Pizza Hut,3.5,541,0,Medium
Playboy Cafe,3.7,140,0,Medium
Privee',3.6,61,0,Medium
Punjabi By Nature,3.7,1256,2,High
Quote - The Eclectic Bar and Lounge,3.5,422,0,Medium
Rajdhani Thali Restaurant,3.6,1134,2,High
Route 04,3.5,1863,2,High
Sbarro,3.5,1311,2,High
Shake Square,3.7,1333,2,High
South Indian Snacks,3.6,50,0,Medium
SSKY Bar & Lounge,3.5,92,0,Medium
Starbucks,3.8,552,0,Medium
Subway,3.5,276,0,Medium
Tamasha,3.7,1801,2,High
Taste of China,3.5,327,0,Medium
Teddy Boy,3.9,1020,0,Medium
The Beer Cafe - BIGGIE,3.8,645,0,Medium
The Flying Saucer Cafe,3.9,143,0,Medium
The Junkyard Cafe,3.9,1545,2,High
The Luggage Room Kitchen And Bar,3.5,63,0,Medium
The Rolling Joint,3.9,783,0,Medium
The Vault Cafe,3.9,3413,2,High
Veda,3.9,1087,0,Medium
Warehouse Cafe,3.7,4914,2,High
Zaffran,3.9,908,0,Medium
Zen,3.5,1027,0,Medium
Zizo,3.9,1071,0,Medium
Kettle & Kegs,0.0,0,1,Low
Ovenstory Pizza,0.0,0,1,Low
Shree Hari Vaishnav Dhaba,0.0,2,1,Low
38 Barracks,4.4,840,0,Medium
Ambrosia Bliss,4.0,2333,2,High
Ardor 2.1,4.1,1821,2,High
