name,rating,popularity,cluster,performance
Kitchen of Awadh,3.4,64,0,Medium
McDonald's,3.3,73,0,Medium
ODT,3.3,12,0,Medium
Rainbows,2.6,24,0,Medium
Subway,3.4,167,0,Medium
Bombay Bhelpuri,3.9,357,0,Medium
The Owl's Kitchen,3.5,174,0,Medium
7 Colours Xpress Kitchen,0.0,0,1,Low
Royal Cakes,0.0,1,1,Low
Street Cafe,0.0,0,1,Low
Street Cafe,0.0,0,1,Low
Dare To Deliver,2.3,59,0,Medium
Aggarwal Sweet and Restaurant,2.9,18,0,Medium
Burger Lust,2.9,13,0,Medium
Cafe Coffee Day,3.4,31,0,Medium
Cakes & Bakes,3.2,11,0,Medium
Chic Fillet,2.9,4,0,Medium
Chinese Express,3.1,11,0,Medium
Costa Coffee,3.1,6,0,Medium
Domino's Pizza,2.9,63,0,Medium
Gupta Fast Food,3.4,29,0,Medium
Hangchuaa's Chinese Food Corner,3.1,20,0,Medium
Kathi's,3.0,7,0,Medium
Kitchen & Chicken,3.2,50,0,Medium
Meal A Deal,2.8,13,0,Medium
Mohit Restaurant,2.8,17,0,Medium
Princess Garden,2.7,31,0,Medium
Republic of Chicken,2.8,13,0,Medium
Sai Juice Point,3.1,6,0,Medium
The Pirates Of China Town,3.2,14,0,Medium
Voda Bar,3.2,28,0,Medium
All Things Yummy,3.8,68,0,Medium
Cake Palace,3.8,160,0,Medium
Charan Singh Kulfi & Kala Khatta,3.6,29,0,Medium
Chinese Hut,3.6,87,0,Medium
Costa Coffee,3.8,68,0,Medium
Daitchi,3.5,273,0,Medium
DomDom Biryani,3.7,89,0,Medium
Gupta's Restaurant,3.5,104,0,Medium
Mama's,3.5,40,0,Medium
McDonald's,3.6,167,0,Medium
Moti Mahal Delux- Legendary Culinary,3.6,177,0,Medium
Qureshi's Kabab Corner,3.6,215,0,Medium
TukTuk,3.8,24,0,Medium
Anand Sweets,0.0,2,1,Low
Cafe Corner,0.0,3,1,Low
Chocolics,0.0,2,1,Low
ChocoLite,0.0,2,1,Low
F Marquee,0.0,3,1,Low
Republic of Chicken,0.0,1,1,Low
Special Chicken Biryani,0.0,1,1,Low
Circus,4.0,489,0,Medium
The Society Cafe,4.1,149,0,Medium
Club London,3.3,179,0,Medium
3 Pegs Down,3.6,217,0,Medium
Chicago Pizza,2.6,27,0,Medium
Maakhansingh,2.9,18,0,Medium
Mad Over Donuts,3.8,72,0,Medium
Starbucks,3.7,147,0,Medium
World of Wok,3.6,22,0,Medium
Alvi's Food Spot,3.2,17,0,Medium
Cafe Coffee Day,2.7,29,0,Medium
Code,2.5,117,0,Medium
Haowin,3.2,88,0,Medium
Mirror,3.3,131,0,Medium
Pizza Hut Delivery,2.7,87,0,Medium
Platinum Lounge,3.3,91,0,Medium
Aap Ki Rasoi Ghar,3.0,6,0,Medium
Aggarwal Sweet & Pastry,2.8,5,0,Medium
Craving,3.1,10,0,Medium
Dakshin South Indian Hut,3.0,4,0,Medium
Food & Travel Cafe,3.2,10,0,Medium
Jolly Tandoori Zaika,3.2,11,0,Medium
Lababdar Rasoi,3.3,16,0,Medium
Madan Da Dhaba,3.0,5,0,Medium
Nishtha,3.3,21,0,Medium
P2 Tandoori Momos Station,3.1,10,0,Medium
Punjabi's Veg Grill,2.9,7,0,Medium
Sethi's The Cake Shop,2.8,16,0,Medium
Soya Grill,3.0,4,0,Medium
Sunny Kebab Wala,3.3,15,0,Medium
Vaishno Bhojnalaya,3.1,10,0,Medium
Valentine Coffee Bar,2.9,8,0,Medium
Zayka Delhi-6,3.1,11,0,Medium
13 Cafe,0.0,0,1,Low
Aggarwal Sweet Corner,0.0,2,1,Low
Babu Meat Wala,0.0,1,1,Low
Batra Chinese Food & Chaap,0.0,0,1,Low
Celebration Family Restaurant,0.0,0,1,Low
Ching Chinese,0.0,0,1,Low
Choices An Absolute BBQ,0.0,3,1,Low
Delhi-27,0.0,0,1,Low
Desi Kukkad,0.0,0,1,Low
Freezy,0.0,0,1,Low
Gourmet Bistro,0.0,1,1,Low
Jiya Amritsari Naan,0.0,0,1,Low
Kedgy Bite,0.0,0,1,Low
Khera's Foodie Corner,0.0,0,1,Low
Lajwab Pastry Palace,0.0,1,1,Low
Madan Sweets & Bakers,0.0,0,1,Low
Momo's King,0.0,0,1,Low
New Pishori Chicken Kabab,0.0,0,1,Low
New Sindhi Chicken Corner,0.0,0,1,Low
Radha Swami Chaat Bhandar,0.0,0,1,Low
Rajender Di Punjabi Rasoi,0.0,1,1,Low
Ram Ji Snacks & Food Corner,0.0,1,1,Low
Ram Ram Ji Kachori Bhandar,0.0,0,1,Low
Rana's Food Corner,0.0,0,1,Low
Sanjay Chicken Shop,0.0,0,1,Low
Sharma Ji Spring Roll,0.0,1,1,Low
Shree Raja Ram,0.0,0,1,Low
South Indian Hut,0.0,2,1,Low
Special Moradabadi Chicken Corner,0.0,0,1,Low
Standard Pastry Shop,0.0,2,1,Low
Sushil Punjabi Vaishno Dhaba,0.0,0,1,Low
Variety of Shawarmas,0.0,0,1,Low
Vrindavan Sweets,0.0,0,1,Low
Flirty Momo's,2.4,26,0,Medium
Nathu's Sweets,3.3,173,0,Medium
Basil & Thyme,3.6,127,0,Medium
Kamal's,3.7,286,0,Medium
Orange Peel by Rasleen Kochhar,3.6,44,0,Medium
ATM Bistro,0.0,3,1,Low
Masala House,4.0,169,0,Medium
Number 8,4.0,165,0,Medium
Keventers,3.2,6,0,Medium
4700BC Popcorn,3.2,24,0,Medium
Chennai X-Press,2.9,6,0,Medium
Chinese Sigdi,3.0,5,0,Medium
Da Pizza Pind,3.2,36,0,Medium
Faasos,3.0,4,0,Medium
Frontier,2.9,5,0,Medium
Gyan Di Hatti,2.9,5,0,Medium
Hot Stuff,3.3,14,0,Medium
KK Da Dhaba,3.4,55,0,Medium
Last Bencher's,3.0,6,0,Medium
Raj Bakers And Confectioners,3.0,6,0,Medium
Taste Drive,3.4,21,0,Medium
The Kafilla,3.0,5,0,Medium
Tibb's Frankie,3.1,8,0,Medium
4 Barrels Cafí© & Lounge,3.5,24,0,Medium
Baadshah,3.5,26,0,Medium
Behrouz Biryani,3.5,54,0,Medium
Galina Restaurant,3.5,38,0,Medium
Masala Factory,3.8,18,0,Medium
Ovenstory Pizza,3.5,12,0,Medium
Ajeet Fast Food Corner,0.0,1,1,Low
Al Changezi,0.0,1,1,Low
Dolce Gelato,0.0,0,1,Low
Dragon Way,0.0,1,1,Low
Foodaholic,0.0,1,1,Low
Indian Chinese Fast Food,0.0,1,1,Low
Jagadeesh Kharodewala,0.0,3,1,Low
Punjabi Shahi Chicken Soup,0.0,2,1,Low
Ramu Ka Dhaba,0.0,3,1,Low
Sardar Ji Chicken Corner,0.0,0,1,Low
Satguru Tiffin Service,0.0,1,1,Low
Seth Baker's,0.0,3,1,Low
Sri Durga Dosa Corner,0.0,3,1,Low
V S Cafe,0.0,2,1,Low
Vijay South Indian Food,0.0,2,1,Low
Punjab Grill,4.3,1252,2,High
Insomnia - Taj Vivanta,3.3,50,0,Medium
Larry's China - Taj Vivanta,3.7,147,0,Medium
Yellow Brick Road - Taj Vivanta,3.9,821,0,Medium
English Tadka,3.3,152,0,Medium
Burger King,3.6,186,0,Medium
Pizza Hut,3.6,141,0,Medium
Cake Shop - The Ashok,3.1,26,0,Medium
Samavar - The Ashok,3.2,48,0,Medium
Tea Lounge - The Ashok,3.2,18,0,Medium
Frontier - The Ashok,3.7,101,0,Medium
The Oudh - The Ashok,3.6,100,0,Medium
Zerruco - The Ashok,4.4,609,0,Medium
The Claridges Garden -The Claridges,3.1,5,0,Medium
Aura - The Claridges,3.5,42,0,Medium
Dhaba - The Claridges,3.9,548,0,Medium
Jade - The Claridges,3.8,134,0,Medium
Pickwicks - The Claridges,3.7,139,0,Medium
Ye Old Bakery - The Claridges,3.7,65,0,Medium
Sevilla - The Claridges,4.3,800,0,Medium
GBar - The Grand New Delhi,3.3,145,0,Medium
Cascades - The Grand New Delhi,3.6,97,0,Medium
1911 Bar - The Imperial,3.2,10,0,Medium
Nostalgia at 1911 Brasserie - The Imperial,3.2,12,0,Medium
Patiala Peg - The Imperial,3.3,25,0,Medium
1911 - The Imperial,3.9,272,0,Medium
Daniell's Tavern - The Imperial,3.7,59,0,Medium
La Baguette - The Imperial,3.8,45,0,Medium
San Gimignano - The Imperial,3.7,104,0,Medium
The Atrium - The Imperial,3.6,57,0,Medium
The Spice Route - The Imperial,4.0,259,0,Medium
Bao Cha,3.0,90,0,Medium
Nazeer Delicacies,3.3,21,0,Medium
Open Oven,3.4,109,0,Medium
Slurp Pasta Express,2.9,5,0,Medium
Urban Gala,2.8,19,0,Medium
Shree Rathnam,3.5,96,0,Medium
Stuffed Kathi Roll,0.0,1,1,Low
Subway,1.9,146,0,Medium
24/7 Pastry Shop - The Lalit New Delhi,3.3,46,0,Medium
Le Petit Cafe - The Lalit New Delhi,3.2,31,0,Medium
The Grill Room - The Lalit New Delhi,3.4,51,0,Medium
24/7 Bar- The Lalit New Delhi,3.5,45,0,Medium
24/7 Restaurant - The Lalit New Delhi,3.7,419,0,Medium
Baluchi - The Lalit New Delhi,3.9,265,0,Medium
Kitty Su - The Lalit New Delhi,3.7,747,0,Medium
Woks - The Lalit New Delhi,3.6,62,0,Medium
Cafí© Knosh - The Leela Ambience Convention Hotel,3.9,186,0,Medium
Cherry Bar - The Leela Ambience Convention Hotel,3.6,48,0,Medium
Mei Kun - The Leela Ambience Convention Hotel,3.6,42,0,Medium
Dilli 32 - The Leela Ambience Convention Hotel,4.0,184,0,Medium
Jamavar - The Leela Palace,3.9,241,0,Medium
Le Cirque - The Leela Palace,3.8,199,0,Medium
MEGU - The Leela Palace,3.9,178,0,Medium
The Library - The Leela Palace,3.7,59,0,Medium
The Lobby Lounge - The Leela Palace,3.6,32,0,Medium
The Lodhi Bakery - The Lodhi,2.9,4,0,Medium
Elan - The Lodhi,3.8,185,0,Medium
Agni - The Park,3.3,199,0,Medium
Mist - The Park,3.3,169,0,Medium
Aqua - The Park,3.8,773,0,Medium
Atrium Bar  & Lounge - The Suryaa New Delhi,3.1,26,0,Medium
French Crust - The Suryaa New Delhi,3.3,19,0,Medium
Club BW - The Suryaa New Delhi,3.6,90,0,Medium
Sampan - The Suryaa New Delhi,3.7,111,0,Medium
The Grill Room - The Taj Mahal Hotel,3.1,15,0,Medium
Emperor's Lounge - The Taj Mahal Hotel,3.8,79,0,Medium
Machan - The Taj Mahal Hotel,3.9,696,0,Medium
Ricks Bar - The Taj Mahal Hotel,3.6,64,0,Medium
Wasabi by Morimoto - The Taj Mahal Hotel,3.9,183,0,Medium
House of Ming - The Taj Mahal Hotel,4.0,398,0,Medium
Varq - The Taj Mahal Hotel,4.2,541,0,Medium
Capital Kitchen - Taj Palace Hotel,3.7,42,0,Medium
Spicy Duck - Taj Palace Hotel,3.5,24,0,Medium
Orient Express - Taj Palace Hotel,4.0,145,0,Medium
The Tea Lounge - Taj Palace Hotel,4.0,76,0,Medium
Bonitos - The Uppal,3.2,28,0,Medium
Bonitos Blu - The Uppal,3.0,5,0,Medium
The Gourmet Shop - The Uppal,3.0,4,0,Medium
Chopsticks,3.6,350,0,Medium
TabulaBeach Cafe,3.8,637,0,Medium
Arriba - Mexican Grill & Tequileria,4.1,146,0,Medium
Chatori Gali,0.0,0,1,Low
Aggarwal Sweet Center,2.9,6,0,Medium
Aggarwal Sweets,2.7,11,0,Medium
Alag Khana Khazana,2.9,5,0,Medium
Bhape Di Hatti,3.1,7,0,Medium
Bhappe Di Hatti,3.1,8,0,Medium
Bhatura King,2.9,7,0,Medium
Bhukkadzz Point,3.0,7,0,Medium
Bimbos,3.1,16,0,Medium
Brothers' Bakery,2.9,21,0,Medium
Chaap Nation,3.0,4,0,Medium
Dev Burger,2.9,5,0,Medium
Green Chick Chop,3.0,6,0,Medium
Green Chick Chop,3.2,16,0,Medium
Hum Sabki Rasoi,3.3,26,0,Medium
Janki Vaishno Dhaba,3.0,4,0,Medium
Manmohan Food Plaza,2.6,10,0,Medium
Mr.Hunger,3.0,5,0,Medium
Neelma Punjabi Dhaba,2.9,8,0,Medium
New Raj Kachori Bhandar,3.4,18,0,Medium
Punjabi Ninja,3.0,7,0,Medium
Radha Swami Cool Hut,3.1,7,0,Medium
Sagar Choley Bhatoorey,3.2,26,0,Medium
Sehyog Alpahar,3.2,10,0,Medium
South Indian Hut,2.9,5,0,Medium
Vijay Corner,3.0,7,0,Medium
Mithlesh Ande Wala,3.5,17,0,Medium
Roti N Boti,3.5,21,0,Medium
Annapurna Caters,0.0,2,1,Low
Ashoka's Ice Zone,0.0,2,1,Low
Bikaner Sweets & Pastry Corner,0.0,3,1,Low
Bikaner Sweets,0.0,3,1,Low
Dee Pizza Hub,0.0,1,1,Low
Flavors of London,0.0,2,1,Low
Funduz Cafe,0.0,3,1,Low
Giani,0.0,1,1,Low
Grover Sweets Rajouri Wala,0.0,2,1,Low
Guru Kripa Chicken Corner,0.0,2,1,Low
Health-O-Lic,0.0,1,1,Low
Himalya Chinese,0.0,1,1,Low
KindBhutani's,0.0,2,1,Low
Mama Bhanja Corner,0.0,3,1,Low
Mama Tao,0.0,2,1,Low
Manpasand Punjabi Zaika,0.0,1,1,Low
Pal Restaurant,0.0,0,1,Low
Pizza Station,0.0,1,1,Low
Punjabi Dhaba,0.0,3,1,Low
Punjabi Virsa,0.0,3,1,Low
Sahib Jhatka Chicken Shop,0.0,3,1,Low
Salt & Peppers,0.0,3,1,Low
Sethi Ice Cream Parlour,0.0,3,1,Low
Shah Ji Di Rasoi,0.0,2,1,Low
Shawarma Wala,0.0,3,1,Low
Snazzy Delights,0.0,2,1,Low
South Indian Hut,0.0,1,1,Low
T-2 Di Hatti,0.0,2,1,Low
The Second Wife Kitchen,0.0,2,1,Low
Today Pizza,0.0,3,1,Low
Turban Tadka,0.0,3,1,Low
Wah Shah Ji Wah,0.0,2,1,Low
Wah Wah Chicken Corner,0.0,3,1,Low
Brijwasi Sweet and Namkeen,0.0,1,1,Low
Khana Khazana,3.7,281,0,Medium
Ahad Sons Restaurant,3.4,104,0,Medium
Jughead's Fast Food Corner,3.6,438,0,Medium
The Coffee Bond,4.2,73,0,Medium
Wow! Momo,2.9,77,0,Medium
Domino's Pizza,3.6,24,0,Medium
Haldiram's,3.7,59,0,Medium
Keventers,3.8,37,0,Medium
Pat 'N' Harry,2.3,42,0,Medium
"34, Chowringhee Lane",3.1,5,0,Medium
Aggarwal Sweets,2.8,5,0,Medium
Amritsari Dhaba,2.9,10,0,Medium
Apna Swad,2.9,4,0,Medium
ATM Food Corner,3.0,4,0,Medium
Burger House,2.8,4,0,Medium
Cafe De Bienka,2.7,12,0,Medium
Chatkaara Point,2.9,7,0,Medium
Dharma Punjabi Dhaba,2.7,5,0,Medium
Domino's Pizza,2.5,6,0,Medium
Flavourz Factoree,3.1,14,0,Medium
Gabbar Chowmein,3.0,4,0,Medium
Gayatri's Break Point Restaurant,3.1,4,0,Medium
Grover Sweets & Bakers,3.3,12,0,Medium
Khalsa Veg Corner,3.1,10,0,Medium
Lajawab Chinese Food,3.0,4,0,Medium
Lajwab Bakery,3.1,7,0,Medium
Maharani Rasoi,3.0,5,0,Medium
Natkhat Bakers,3.1,4,0,Medium
Pastry Palace,3.2,11,0,Medium
Punjabi Tadka,2.7,11,0,Medium
Radha Swami Vaishno Dhaba,3.0,6,0,Medium
Scoops,2.8,9,0,Medium
Shah Bakery,3.0,10,0,Medium
Shahi Kachauri Wale,2.8,6,0,Medium
Shahi Kachauri,2.8,4,0,Medium
Shri Bikaner Sweets,2.9,4,0,Medium
Shri Krishna Vaishno Dhaba,3.0,5,0,Medium
Shri Murli Wala,2.8,7,0,Medium
Shri Radha Ki Rasoi,2.8,6,0,Medium
Singh's Ice Cream Parlour,3.0,8,0,Medium
Swastik Restaurant,2.7,6,0,Medium
Tanatan Corner,2.9,7,0,Medium
Tasty Bite,2.8,12,0,Medium
Aggarwal Jalebi Wale,0.0,3,1,Low
Aggarwal Sweets,0.0,3,1,Low
Arora Pastry Palace,0.0,3,1,Low
Chinese Chatorey Xpress,0.0,2,1,Low
Chocochill,0.0,2,1,Low
Da Pizza Zone,0.0,2,1,Low
Food N Shakes,0.0,0,1,Low
Green Chick Chop,0.0,3,1,Low
Grover Sweets,0.0,2,1,Low
J V's Fried Chicken,0.0,2,1,Low
Kamal Chat Bhandar,0.0,3,1,Low
Khalsa Chicken Corner,0.0,2,1,Low
Lala Da Shudh Vaishno Dhaba,0.0,1,1,Low
Madras Cafe,0.0,3,1,Low
New China Town,0.0,2,1,Low
Pick & Carry,0.0,2,1,Low
Punjabi Chicken,0.0,3,1,Low
Sandwiches 'N' More,0.0,2,1,Low
Sapna Restaurant,0.0,3,1,Low
Sargam Sweets,0.0,2,1,Low
Tandoori Theka,0.0,2,1,Low
The Darjiling Delicious Chinese Food,0.0,3,1,Low
Veg Darbar - The Royal Taste,0.0,3,1,Low
Veg. Darbar,0.0,1,1,Low
Wah Ji Wah,2.4,4,0,Medium
Cafe Coffee Day,2.6,33,0,Medium
Chalte Firte Momos,2.6,23,0,Medium
Chutneez Restaurant Lounge & Bar,2.7,132,0,Medium
Domino's Pizza,3.4,25,0,Medium
Fattoush,2.9,5,0,Medium
Keventers,3.3,25,0,Medium
Kutty's South Indian Cafe,3.4,99,0,Medium
Mandrain,2.8,7,0,Medium
Nazeer Foods,3.4,193,0,Medium
Nirula's Ice Cream,3.0,38,0,Medium
Punjabi Tadka,2.8,5,0,Medium
Rocking Woods,2.6,86,0,Medium
Shawarma Wala,2.5,18,0,Medium
Subway,2.5,163,0,Medium
The Yellow Chilli,2.7,307,0,Medium
The Yummy Chilli,2.9,9,0,Medium
United Punjab,2.5,88,0,Medium
McDonald's,3.6,160,0,Medium
Vintro,3.9,96,0,Medium
Wow! Momo,3.5,54,0,Medium
"34, Chowringhee Lane",2.3,45,0,Medium
Kebab Xpress,2.4,117,0,Medium
Moti Mahal Delux Tandoori Trail,2.2,79,0,Medium
Pizza Hut,2.4,224,0,Medium
The Golden Dragon,2.4,43,0,Medium
Yo! China,2.0,191,0,Medium
Hawkers,3.4,398,0,Medium
Nirula's,3.0,145,0,Medium
Sagar Ratna,2.8,133,0,Medium
Tribe,3.3,89,0,Medium
Angels in my Kitchen,3.7,248,0,Medium
Beijing Street,3.8,122,0,Medium
Bun Intended,3.8,123,0,Medium
Captain Chang,3.9,40,0,Medium
Captain Grub,3.8,619,0,Medium
Clemency- The Restaurant & Cafe,3.8,43,0,Medium
Flaming Chilli Pepper,3.8,286,0,Medium
Hong Kong Express,3.7,164,0,Medium
Majeed's,3.5,170,0,Medium
Majlis-e-Mughal,3.5,95,0,Medium
Mickey's Kitchen,3.9,191,0,Medium
Nanking,3.6,361,0,Medium
Nawab Dera,3.8,141,0,Medium
The Cafe,3.8,20,0,Medium
The Village Cafí©,3.7,185,0,Medium
Cookfresh,0.0,2,1,Low
Cafe Connect,4.2,193,0,Medium
Happy Hakka,4.1,173,0,Medium
Indian Saffron Co.,4.2,62,0,Medium
DCK- Dana Choga's Kitchen,2.9,252,0,Medium
Domino's Pizza,2.8,145,0,Medium
Sagar Ratna,3.3,87,0,Medium
Shree Bhagatram,3.3,199,0,Medium
Subway,2.5,131,0,Medium
Biryani Blues,3.9,105,0,Medium
Kebab Gali,3.9,380,0,Medium
KFC,3.6,277,0,Medium
Tipu Sultan,3.7,364,0,Medium
Angels in my Kitchen,3.2,22,0,Medium
Barista,3.3,47,0,Medium
Bengal Sweet Palace,3.3,28,0,Medium
Bread'D Bites,3.1,14,0,Medium
Chinese Hut,3.4,20,0,Medium
Foodland by Orchid,2.9,6,0,Medium
From The Kitchen of Mala Bindra,3.1,9,0,Medium
Go Kylin,2.8,9,0,Medium
Green Chick Chop,3.3,23,0,Medium
Hawkers,2.7,26,0,Medium
HotPlate,3.1,8,0,Medium
New Janta Restaurant,3.1,31,0,Medium
Rainbows,3.2,28,0,Medium
Sinfully Yours,3.3,18,0,Medium
Slice of Italy,2.8,299,0,Medium
Spice Deli,3.3,52,0,Medium
Twenty Four Seven,3.1,9,0,Medium
Uncle Tom's Steamed Hot Dogs,3.3,40,0,Medium
AOWLS,3.5,37,0,Medium
Costa Coffee,3.6,80,0,Medium
Georgia Dakota,3.6,34,0,Medium
Instapizza After Hours,3.5,21,0,Medium
The Pint Room,3.7,76,0,Medium
Anthony's Kitchen,0.0,0,1,Low
Bakermania,0.0,1,1,Low
Cafe Coffee Day,0.0,2,1,Low
Cones & Curries,0.0,2,1,Low
Giani,0.0,3,1,Low
Kaptain Bakery,0.0,1,1,Low
Kayasth Cuisine,0.0,2,1,Low
Mahinder Food Corner,0.0,1,1,Low
Mohanty Bakery & Confectionery,0.0,0,1,Low
Practically Perfect,0.0,1,1,Low
Take Away Depot,0.0,0,1,Low
The Artful Baker,0.0,0,1,Low
Perch Wine & Coffee Bar,4.3,114,0,Medium
Aggarwal Confectionary,2.8,7,0,Medium
Aggarwal Sweet Corner,2.9,16,0,Medium
Ananda's,3.0,31,0,Medium
Ankur Family Restaurant,2.8,7,0,Medium
Ayush Restaurant,3.2,13,0,Medium
Chef's Paradise,3.1,36,0,Medium
Domino's Pizza,2.6,17,0,Medium
Fatafat Fast Food,3.3,32,0,Medium
Giani,3.0,5,0,Medium
Green Tea Fanatics,3.4,31,0,Medium
Khansama,3.3,30,0,Medium
Pauls Food,2.9,14,0,Medium
Punjabi Vaishno Rasoi,2.9,4,0,Medium
Republic of Chicken,2.9,10,0,Medium
Taj Sweets,3.1,16,0,Medium
The Cake,3.0,4,0,Medium
The Food Court,3.7,32,0,Medium
Adi's Restaurant,0.0,3,1,Low
Aggarwal Sweet & Bakers,0.0,0,1,Low
Aggarwal Sweets,0.0,0,1,Low
Aggarwal Sweets,0.0,0,1,Low
Always Eat Green,0.0,0,1,Low
Anjali Resaturant,0.0,0,1,Low
Annapoorna Bhojanalya,0.0,0,1,Low
Anupam Eating Point,0.0,0,1,Low
Bikaner Rasoi,0.0,0,1,Low
Cafe Mom,0.0,2,1,Low
Cafe Youth,0.0,1,1,Low
Cake Express,0.0,1,1,Low
Cake Knighter,0.0,0,1,Low
Catchup Green,0.0,3,1,Low
D Food,0.0,0,1,Low
Delicious Cake,0.0,0,1,Low
Famous Parantha and Poori Sabzi,0.0,0,1,Low
FM Biryani Point,0.0,0,1,Low
Food Plaza,0.0,0,1,Low
Foodiez,0.0,2,1,Low
Goli Vada Pav No. 1,0.0,3,1,Low
Hyderabad's Delight,0.0,1,1,Low
Khan Tandoori Hub,0.0,0,1,Low
Khan Tandoori Nights,0.0,0,1,Low
Meatwale.com,0.0,0,1,Low
New Aggarwal Sweets & Fast Food,0.0,0,1,Low
Night Munchers,0.0,0,1,Low
Old Moradabadi Chicken Corner,0.0,0,1,Low
Richa's Bakery,0.0,1,1,Low
Riyaz Biryani Corner,0.0,0,1,Low
Rudra The Dhaba,0.0,0,1,Low
Seven Star Pizza,0.0,0,1,Low
Shahi Muradabadi Chicken Biryani,0.0,0,1,Low
Shree Krishna Restaurant,0.0,1,1,Low
Shree Sai Bhog,0.0,3,1,Low
Soni Food Court,0.0,0,1,Low
South Street Cafe,0.0,2,1,Low
Special Chicken Biryani,0.0,0,1,Low
Sweets n Treats,0.0,0,1,Low
The Royal Prestige,0.0,1,1,Low
Twenty Four Seven,0.0,0,1,Low
Two Friends Roll Corner,0.0,0,1,Low
Waikiki,0.0,0,1,Low
Zaika Chicken Corner,0.0,0,1,Low
Zombiez,0.0,0,1,Low
366 Junction,3.3,43,0,Medium
Black & Brew,3.1,25,0,Medium
Hari Om Bhojanalaya,3.4,43,0,Medium
Nalwa's Hotspot,3.1,10,0,Medium
Pasta Hub,3.0,16,0,Medium
Rock n Wood Cafe,3.4,168,0,Medium
Roll Corner,3.3,12,0,Medium
Shree Nandhini Cafe,3.3,27,0,Medium
Sindhi Dhaba,2.9,19,0,Medium
Take N Taste,3.1,15,0,Medium
Taxi Bar & Cafe,3.3,732,0,Medium
The Little Diner,3.4,430,0,Medium
Cafeteria & Co.,4.6,1136,2,High
Burger Point,3.8,114,0,Medium
Cafe All-Inn,3.8,429,0,Medium
Chowringhee,3.5,65,0,Medium
Flamess Restaurant & Cafe Village,3.5,349,0,Medium
Jack 'n' Chill,3.6,480,0,Medium
Kake Di Hatti,3.6,314,0,Medium
Mad Monkey,3.7,344,0,Medium
Manohar Cakes & Bikaneri,3.5,18,0,Medium
Shagun,3.9,419,0,Medium
Shyam Chaat Bhandar,3.5,27,0,Medium
Telegram,3.5,359,0,Medium
The University Bistro,3.6,555,0,Medium
736 A.D.,4.1,506,0,Medium
Big Yellow Door,4.3,3986,2,High
Mr. Crust Bakers,4.2,741,0,Medium
Phonebooth Cafí©,4.1,636,0,Medium
Tony's,4.4,163,0,Medium
Wake 'n' Bake Cafe,4.0,90,0,Medium
Gabbar Di Hatti,3.4,19,0,Medium
Chennai Express,0.0,0,1,Low
1990's,3.3,15,0,Medium
Amul Cafe,3.3,23,0,Medium
Burger Point,3.4,28,0,Medium
Buta Singh Da Dhabba,2.8,14,0,Medium
Cafe Amigo,3.0,41,0,Medium
Cafe Coffee Day,3.0,16,0,Medium
Cake Palace,2.7,11,0,Medium
Carara,2.6,20,0,Medium
Channi Pishori Chicken,3.3,55,0,Medium
Chatkora Food N Snacks Corner,2.9,6,0,Medium
Chetana Bakes,3.0,6,0,Medium
Chily Hut,3.2,20,0,Medium
De' Bistro,3.3,16,0,Medium
Deep Bakers,3.2,17,0,Medium
Delhi 6,2.6,44,0,Medium
Finest Pizzeria,3.1,5,0,Medium
Food Lab,3.0,5,0,Medium
Goli Vada Pav No. 1,3.3,26,0,Medium
Grover Sweets,3.1,8,0,Medium
Hema Chinese Foods,3.3,21,0,Medium
Hunger Stop,3.2,13,0,Medium
Ishwar Sweets,3.4,33,0,Medium
Kathi Express,2.6,33,0,Medium
Kream's,3.1,8,0,Medium
Madras Cafe,3.3,33,0,Medium
Mandeep Punjabi Rasoi,3.0,10,0,Medium
Masti Curry,2.8,31,0,Medium
New Madras Cafe,3.1,34,0,Medium
Pakwan,2.8,20,0,Medium
Patiala Shahi Soups,3.1,12,0,Medium
Pizza Yum,3.1,24,0,Medium
Polka Pastry & Snack Bar,2.7,44,0,Medium
Red Hot,3.3,15,0,Medium
Republic of Chicken,3.1,17,0,Medium
Sai Ann Kutir,2.8,37,0,Medium
Saravana South Indian Hut,3.2,10,0,Medium
Sardar Pure Meat Shop,3.2,9,0,Medium
Shama Chicken Corner,3.1,23,0,Medium
Shan E Punjab,3.4,23,0,Medium
Shanghai Nights,2.8,11,0,Medium
Shree Ram Sweets & Bakers,3.0,4,0,Medium
Sindhi Kulfi Wala,3.0,4,0,Medium
South Indian Cafe,3.3,42,0,Medium
South Indian Hut,3.4,35,0,Medium
Spinns Resto-Bar,2.6,43,0,Medium
Subway,2.6,28,0,Medium
Taneja Bakery,3.2,17,0,Medium
Tequila Express,3.4,40,0,Medium
The China Town,3.4,26,0,Medium
THS - The Hunger Street,3.2,49,0,Medium
True Blue,3.2,31,0,Medium
Twenty Four Seven,3.1,7,0,Medium
Your's Chole Bhature,2.6,42,0,Medium
Baskin Robbins,3.5,36,0,Medium
Pure Punjabi,3.5,56,0,Medium
Brick Station,0.0,3,1,Low
Food Factory,0.0,1,1,Low
Pastry Point,0.0,3,1,Low
Prem Jee Da Dhaba,0.0,2,1,Low
Welcome Food Point,2.3,26,0,Medium
Arora Snacks,2.8,14,0,Medium
Bansal Mithai Wale,2.9,5,0,Medium
Fabulous Cake Bites,3.4,33,0,Medium
Garam Masala Food Corner,3.3,114,0,Medium
Health Buzzz,3.1,7,0,Medium
Kumar Pav Bhaji Corner,3.2,12,0,Medium
